Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name
20689704,Road Maintenance(Engg),Footpath,2025-03-14 09:18:00.000000000,Jnanabharathi Ward,Closed,\N,Venkatesh/AE
20689703,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:18:00.000000000,Rajarajeshwari Nagar,Closed,Cleared,Soumya/JHI
20689702,Electrical,Street Light Not Working,2025-03-14 09:18:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE
20689701,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:17:00.000000000,Thanisandra,Closed,The complaint has been attended spoke to the auto supervisor given the instructions to driver collect the garabge on regular basis the vech number KA07 A 7143,B Ramanjayalu Yadav/Division Supervisor
20689700,Forest,Issues related Snakes/Birds/Monkeys,2025-03-14 09:17:00.000000000,Basavanagudi,Closed,Resolved,Shivanna T.C/DYRFO
20689699,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:16:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20689698,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:16:00.000000000,Gottigere,Closed,Cleared,Venkatesh/JHI
20689697,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:15:00.000000000,BTM Layout,Closed,Clear,Prahaladh /JHI
20689696,Health Dept,Increase in mosquito density,2025-03-14 09:15:00.000000000,HBR Layout,Closed,Close,Shri. Umesh/SHI
20689695,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:13:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI
20689694,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:12:00.000000000,Jaraganahalli,Closed,Complainant clear,N Krishna/JHI
20689693,Electrical,Street Light Not Working,2025-03-14 09:11:00.000000000,HSR Layout,Closed,Attended,Ramesh/JE
20689692,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:10:00.000000000,Thanisandra,Closed,Complete attend,JHI Ward 6/JHI
20689691,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:09:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20689690,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:07:00.000000000,Peenya Industrial Area,Closed,complainte resolved,Swamy/JHI
20689689,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 09:06:00.000000000,Hoodi,Closed,Attended,Veerappan/JHI
20689688,Road Infrastructure,Road Infrastructure,2025-03-14 09:06:00.000000000,Shanthala Nagar,ReOpen,issue not yet resolved,Krishnaswamy/AEE
20689687,Solid Waste (Garbage) Related,Garbage nuisance while transporting,2025-03-14 09:06:00.000000000,Visvesvarapuram,Closed,Clear,Narasimha  P /JHI
20689686,Electrical,Street Light Not Working,2025-03-14 09:05:00.000000000,Hoodi,Closed,Attended,Sachin Malagi/AE
20689685,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:03:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20689684,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:03:00.000000000,Shankaramata,Closed,Close,Chayapathi/JHI
20689683,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 09:03:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI
20689682,Electrical,Street Light Not Working,2025-03-14 09:02:00.000000000,Jakkur,Closed,Resolved,yeahanka JE Electrical/JE
20689681,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:02:00.000000000,Kavalbyrasandra,Closed,Resolved,Dayanandha/JHI
20689680,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 09:02:00.000000000,Kavalbyrasandra,Closed,Resolved,Dayanandha/JHI
20689679,Advertisement,Flex and banners,2025-03-14 09:01:00.000000000,Sarakki,Closed,Resolved,RAMANJINEYA/ARO
20689678,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 09:00:00.000000000,Malleshwaram,Closed,Cleared Sir,Anil Kumar /JHI
20689677,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:59:00.000000000,Kavalbyrasandra,Closed,Gg,Dayanandha/JHI
20689676,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:59:00.000000000,Hombegowda Nagar,Closed,Clear,R Umashankar/JHI
20689675,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 08:59:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI
20689674,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 08:58:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20689673,Health Dept,Spraying,2025-03-14 08:57:00.000000000,HBR Layout,Closed,Close,Shri. Umesh/SHI
20689672,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:57:00.000000000,Marathalli,Closed,Clear,K C Gangadhar/JHI
20689671,Health Dept,Increase in mosquito density,2025-03-14 08:56:00.000000000,Dattathreya Temple,Closed,Already attended the complaint,Lakshman Rao/SHI
20689670,Others,Others,2025-03-14 08:55:00.000000000,Thanisandra,Registered,Forwarded Task,BBMP Whatsapp/Customer Support Representative
20689669,Electrical,Street Light Not Working,2025-03-14 08:53:00.000000000,Jakkur,Closed,Resolved,yeahanka JE Electrical/JE
20689668,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 08:52:00.000000000,Manorayanapalya,Closed,Cleared,Nagendra/JHI
20689667,Electrical,Street Light Not Working,2025-03-14 08:52:00.000000000,Yelachenahalli,Closed,Attended,Ramesh/JE
20689666,Road Maintenance(Engg),Debris Removal / Construction Material,2025-03-14 08:50:00.000000000,Nagapura,Closed,encroachment is cleared,B .C Ravi Kumar/AE
20689665,Electrical,Street Light Not Working,2025-03-14 08:49:00.000000000,Vidyaranyapura,Closed,Resolved,yeahanka JE Electrical/JE
20689664,Road Maintenance(Engg),Potholes,2025-03-14 08:49:00.000000000,Bagalagunte,Closed,Resolved,Venkatesh/AE
20689663,Electrical,Street Light Not Working,2025-03-14 08:49:00.000000000,Jnanabharathi Ward,Closed,Attended,sangamesh hadaginal/JE
20689662,Forest,obstructions Branches / Trees.,2025-03-14 08:47:00.000000000,Deepanjali Nagar,Closed,Resolved,Shivanna T.C/DYRFO
20689661,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:46:00.000000000,Vignana Nagar,Closed,Clear,Amith B C/JHI
20689660,Revenue Department,Discrepancy In Khata Certificate and Khata Extract,2025-03-14 08:45:00.000000000,Newthippasandra,Closed,SOFTWARE ISSUE,Jayashree/ARO
20689659,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 08:43:00.000000000,Uttarahalli,Closed,Cleared,Shashi Kumar/JHI
20689658,Electrical,Street Light Not Working,2025-03-14 08:42:00.000000000,Attiguppe,Closed,ATTENDED,MURTHY/AE
20689657,Health Dept,Air/Noise pollution,2025-03-14 08:41:00.000000000,Begur,Closed,closed,Munni Krishna/SHI
20689656,Electrical,Park Lights Not Working,2025-03-14 08:39:00.000000000,Kacharakanahalli,Closed,Presently park maintenance work is going on so the lights are in off condition once the work is completed the lights will work normally.,Vinay Kumar/AE
20689655,Road Maintenance(Engg),Potholes,2025-03-14 08:38:00.000000000,Agrahara Dasarahalli,Closed,Number and address Not revealed,Arun Kumar/AE
20689654,Revenue Department,Discrepancy In Khata Certificate and Khata Extract,2025-03-14 08:37:00.000000000,Newthippasandra,Closed,SOFTWARE ISSUE,Jayashree/ARO
20689653,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 08:37:00.000000000,T-Dasarahalli,Closed,Cleard,Chaitra/JHI
20689652,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:36:00.000000000,Subedarapalya,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20689651,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:35:00.000000000,Sanjay Nagar,Closed,Cleared,Ganesh/JHI
20689650,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:35:00.000000000,Hoodi,Closed,Closed,Veerappan/JHI
20689649,Others,Others,2025-03-14 08:33:00.000000000,Madiwala,Registered,Forwarded Task,BBMP Whatsapp/Customer Support Representative
20689648,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:32:00.000000000,Sanjay Nagar,Closed,Cleared,Ganesh/JHI
20689647,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 08:31:00.000000000,Vignana Nagar,Closed,Clear,Amith B C/JHI
20689646,Electrical,Street Light Not Working,2025-03-14 08:30:00.000000000,Vidyaranyapura,Closed,Resolved,yeahanka JE Electrical/JE
20689645,Electrical,Street Light Not Working,2025-03-14 08:29:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE
20689644,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:27:00.000000000,Vasanthapura,Closed,Complaint attended,Gangannaiah/JHI
20689643,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:27:00.000000000,Jayanagar East,Closed,the garbage is cleared,Gautham Y /JHI
20689642,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:26:00.000000000,Hoodi,Closed,Cleared,Veerappan/JHI
20689641,Road Maintenance(Engg),Road side drains,2025-03-14 08:25:00.000000000,Thanisandra,Closed,Resolved,Suresh Devataraju/AE
20689640,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 08:23:00.000000000,Attiguppe,Closed,Resolved,Sandeep Kumar K/JHI
20689639,Forest,obstructions Branches / Trees.,2025-03-14 08:20:00.000000000,J.P.Park,Closed,The Complaint has been resolved.,Jagadish V/DYRFO
20689638,Road Maintenance(Engg),Debris Removal / Construction Material,2025-03-14 08:19:00.000000000,Kodigehalli,Registered,Forwarded Task,Praveen A R/AE
20689637,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:16:00.000000000,Madiwala,Closed,Cleared,Mownesh Achar/JHI
20689636,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 08:15:00.000000000,Malleshwaram,Closed,Cleared Sir,Anil Kumar /JHI
20689635,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:14:00.000000000,Sarvagna Nagar,Closed,Cleared,Divya M Raj/JHI
20689634,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:13:00.000000000,Sanjay Nagar,Closed,Cleared,Ganesh/JHI
20689633,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 08:12:00.000000000,Sagayapuram,Closed,It's clear sir madam,Nagabushan/JHI
20689632,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:11:00.000000000,Hoodi,Closed,Closed,Veerappan/JHI
20689631,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 08:07:00.000000000,Katriguppe,Closed,Complet is clear sir,Harish/JHI
20689630,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 08:03:00.000000000,Sagayapuram,Closed,It's clear sir madam,Nagabushan/JHI
20689629,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 08:00:00.000000000,Hoodi,Closed,Closed,Veerappan/JHI
20689628,Sanitation,Urination in Public/Open Defecation,2025-03-14 07:59:00.000000000,Shanthala Nagar,Closed,Clear,Ramesh s/JHI
20689627,Road Maintenance(Engg),footpath encroachment,2025-03-14 07:59:00.000000000,Kadugodi,Closed,The complaint has been attended,Venkatesh/AE
20689626,Advertisement,Flex and banners,2025-03-14 07:58:00.000000000,Domlur,Closed,Removed,Kethan/ARO
20689625,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:57:00.000000000,Chikpete,Closed,Clear,Somashekar /JHI
20689624,Electrical,Street Light Not Working,2025-03-14 07:55:00.000000000,Herohalli,Closed,Attended,sangamesh hadaginal/JE
20689623,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 07:54:00.000000000,Kumaraswamy Layout,Closed,Clear,Bharath B N /JHI
20689622,Forest,obstructions Branches / Trees.,2025-03-14 07:54:00.000000000,Sanjay Nagar,Closed,"plz provide request  letter, tax paid receipt, tree photos",P Nagendra /DYRFO
20689621,Forest,Removal of dead/fallen trees,2025-03-14 07:54:00.000000000,Uttarahalli,Closed,Resolved,Harish/DYRFO
20689620,Revenue Department,Others (JC),2025-03-14 07:54:00.000000000,Thanisandra,Closed,Advertisement banners to be removed shortly,ARO ward 5 and 6/ARO
20689619,Parks and Play grounds,Play Grounds,2025-03-14 07:53:00.000000000,BTM Layout,Closed,Resolved complaint,Channegowda S/HS
20689618,Water Crisis,Water related issue,2025-03-14 07:53:00.000000000,Dodda Bidarkallu,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20689617,Road Infrastructure,Road Infrastructure,2025-03-14 07:52:00.000000000,Kadugodi,Closed,attended,Veeresh Balagnur/AE
20689616,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:51:00.000000000,Nandini Layout,Closed,Solve,Suresh.K.N./JHI
20689615,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:51:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20689614,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:51:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI
20689613,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:48:00.000000000,Kempegowda Ward,Closed,Complaint attended,JHI Ward 1/JHI
20689612,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:46:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI
20689611,Electrical,Earthing Issue relate to Electric Poles/Panel Boards,2025-03-14 07:46:00.000000000,Begur,Closed,This Complaint belongs to BESCOM department,Ramesh/JE
20689610,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:44:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20689609,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:44:00.000000000,Kodigehalli,Closed,Compainant attended,JHI Ward 8/JHI
20689608,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:43:00.000000000,Hoodi,Closed,Closed,Veerappan/JHI
20689607,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:43:00.000000000,Mahalakshmipuram,Closed,This compliment has been attended,Geetha/JHI
20689606,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2025-03-14 07:42:00.000000000,Herohalli,Closed,Given warning to driver madam,Hanumesh/JHI
20689605,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:42:00.000000000,Mangammanapalya,Closed,Complete attend,Honnur Basha Saheb/JHI
20689604,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 07:41:00.000000000,Dodda Bidarkallu,Closed,Cler,Mutthegowda V / Swathi M /Ningappa nayikodi/JHI
20689603,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:40:00.000000000,Hampi Nagar,Closed,Clear,Kavitha/JHI
20689602,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:40:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI
20689601,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:35:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI
20689600,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:33:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI
20689599,Electrical,Street Light Not Working,2025-03-14 07:33:00.000000000,Hampi Nagar,Closed,Attended,MURTHY/AE
20689598,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:29:00.000000000,HBR Layout,Closed,Attended and cleared,JHI Ward 24/JHI
20689597,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:23:00.000000000,Kodigehalli,Closed,Compainant attended,JHI Ward 8/JHI
20689596,Road Maintenance(Engg),Potholes,2025-03-14 07:20:00.000000000,Ramamurthy Nagar,Closed,Kindly update this complaint in the fix pothole application,Ramesh/AE
20689595,Solid Waste (Garbage) Related,Public dustbins not cleaned,2025-03-14 07:20:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20689594,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:18:00.000000000,Basaveshwara Nagar,Closed,Resolved,Raghu/JHI
20689593,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:17:00.000000000,Vignana Nagar,Closed,Cliyar,Amith B C/JHI
20689592,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:14:00.000000000,Radhakrishna Temple,Closed,Clear,Akshay Kumar/JHI
20689591,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:14:00.000000000,S.K.Garden,Closed,Resolved,H N Harish/JHI
20689590,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-03-14 07:14:00.000000000,Mahalakshmipuram,Closed,This compliment has been attended,Geetha/JHI
20689589,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 07:09:00.000000000,H.M.T,Closed,Complaint clear,Tanuja/JHI
20689588,Electrical,Street Light Not Working,2025-03-14 07:06:00.000000000,Kengeri,Closed,Attended,sangamesh hadaginal/JE
20689587,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 07:00:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20689586,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 06:59:00.000000000,Jayangar,Closed,Garbage clear,Vijay/JHI
20689585,Electrical,Street Light Not Working,2025-03-14 06:59:00.000000000,J.P.Nagar,Closed,ATTENDED,Umesh/AE
20689584,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 06:57:00.000000000,Vasanthapura,Closed,Complaint attended,Gangannaiah/JHI
20689583,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 06:55:00.000000000,Azad Nagar,Closed,Complaint clear,Srinivas R/JHI
20689582,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 06:52:00.000000000,HSR Layout,Closed,Complaint Clear,Sathyavani M /JHI
20689581,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 06:51:00.000000000,Jayangar,Closed,Garbage clear,Vijay/JHI
20689580,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 06:49:00.000000000,Kumaraswamy Layout,Closed,Clear,Bharath B N /JHI
20689579,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 06:48:00.000000000,Nandini Layout,Closed,Solve,Suresh.K.N./JHI
20689578,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 06:39:00.000000000,Pulikeshi Nagar,Closed,Clear sir,DAVANAM SOMASEKHARA (JHI)/JHI
20689577,Road Maintenance(Engg),UnAuthorised Constructions,2025-03-14 06:23:00.000000000,BTM Layout,Closed,Attending,AE Ward 176/AE
20689576,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 06:22:00.000000000,Kacharakanahalli,Closed,Closed,JHI Ward 29/JHI
20689575,Solid Waste (Garbage) Related,Sweeping not done,2025-03-14 06:20:00.000000000,Kavalbyrasandra,Closed,Resolved,Dayanandha/JHI
20689574,Electrical,Street Light Not Working,2025-03-14 06:16:00.000000000,C.V.Raman Nagar,Closed,Resolved,Durga Prasad/AE
20689573,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 06:13:00.000000000,Shanthi Nagar,Closed,Resolved,Tippe Swami/JHI
20689572,Road Maintenance(Engg),Road cutting,2025-03-14 06:03:00.000000000,Vignana Nagar,Closed,Complaint related to BWSSB,Keshav Murthy/JE
20689571,Electrical,Street Light Not Working,2025-03-14 05:58:00.000000000,HBR Layout,Closed,Attended,Vinay Kumar/AE
20689570,Solid Waste (Garbage) Related,Garbage dump,2025-03-14 05:37:00.000000000,HSR Layout,Closed,Complaint Clear,Sathyavani M /JHI
20689569,Storm  Water Drain(SWD),Maintenance of SWD,2025-03-14 05:21:00.000000000,Sampangiram Nagar,Closed,kindly contact concern department,Vikranth/AE
20689568,Road Maintenance(Engg),UnAuthorised Constructions,2025-03-14 04:55:00.000000000,Sunkenahalli,Closed,No construction only altration,Pradeep/AEE
20689567,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 04:49:00.000000000,Visvesvarapuram,Closed,Clear,Narasimha  P /JHI
20689566,Electrical,Street Light Not Working,2025-03-14 12:52:00.000000000,Doddanekkundi,Closed,Attended,Sachin Malagi/AE
20689565,Electrical,Street Light Not Working,2025-03-14 12:22:00.000000000,Bharathi Nagar,Closed,Resolved,Sandeep Singh/AE
20689564,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-14 12:05:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI
20689563,Health Dept,Air/Noise pollution,2025-03-13 11:58:00.000000000,Ulsoor,Closed,Attended,Chitra/SHI
20689562,Road Maintenance(Engg),Road side drains,2025-03-13 11:54:00.000000000,Pattabhiram Nagar,Non Relevant,Does not pertain to our ward,BBMP Whatsapp/Customer Support Representative
20689561,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 11:51:00.000000000,Shivaji Nagar,Closed,No,Venkatesh/JHI
20689560,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 11:41:00.000000000,Kempegowda Ward,Closed,Complaint attended,JHI Ward 1/JHI
20689559,Electrical,Requirement For New Street Lights,2025-03-13 11:40:00.000000000,Benniganahalli,Closed,Resolved,Durga Prasad/AE
20689558,Electrical,Street Light Not Working,2025-03-13 11:34:00.000000000,Vasanthapura,Closed,Attended,Ramesh/JE
20689557,Others,Others,2025-03-13 11:22:00.000000000,Hombegowda Nagar,Registered,Forwarded Task,BBMP Whatsapp/Customer Support Representative
20689556,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-13 11:21:00.000000000,Jogupalya,Closed,Complete cleared sir,Shreekanth Somappa Milan/JHI
20689555,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-03-13 11:20:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20689554,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 11:16:00.000000000,Visvesvarapuram,Closed,Clear,Narasimha  P /JHI
20689553,Electrical,Street Light Not Working,2025-03-13 11:16:00.000000000,Shakthiganapathi Nagar,Closed,Complaint attended,Jameel/AE
20689552,Road Maintenance(Engg),Road side drains,2025-03-13 11:13:00.000000000,Sunkenahalli,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative
20689551,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 11:13:00.000000000,Bilekahalli,Closed,Complaint cleared,Prakash Y/JHI
20689550,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 11:10:00.000000000,Domlur,Closed,Clear,Purushotham/JHI
20689549,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 11:07:00.000000000,Marenahalli,Closed,Resolved,Yogananda G N/JHI
20689548,Electrical,Street Light Not Working,2025-03-13 11:04:00.000000000,Kuvempu Nagar,Closed,Resolved,yeahanka JE Electrical/JE
20689547,Electrical,Street Light Not Working,2025-03-13 11:02:00.000000000,Thanisandra,Closed,Resolved,yeahanka JE Electrical/JE
20689546,Solid Waste (Garbage) Related,Sweeping not done,2025-03-13 11:00:00.000000000,Dharmarayaswamy Temple Ward,Closed,resolved,Nagaraju/JHI
20689545,Others,Others,2025-03-13 10:59:00.000000000,K.R.Puram,Registered,1st Assignment Based on Ward Mapping,BBMP Whatsapp/Customer Support Representative
20689544,Electrical,Street Light Not Working,2025-03-13 10:59:00.000000000,Hemmigepura,Closed,Attended,sangamesh hadaginal/JE
20689543,Electrical,Street Light Not Working,2025-03-13 10:58:00.000000000,Rajarajeshwari Nagar,Closed,Complainant is asking new street light and new polewill be provided on priority when the stock is available,sangamesh hadaginal/JE
20689542,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 10:58:00.000000000,Jagajeevanram Nagar,Closed,swm,Lakshminarasimaiah/JHI
20689541,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 10:56:00.000000000,Maruthi Mandira Ward,Closed,Cleared,Ramesh/JHI
20689540,Electrical,Street Light Not Working,2025-03-13 10:56:00.000000000,Mangammanapalya,Closed,Attended,Ramesh/JE
20689539,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 10:52:00.000000000,Karisandra,Closed,Swm,Karthik N P/JHI
20689538,Electrical,Street Light Not Working,2025-03-13 10:50:00.000000000,Nagavara,Closed,Attended,Vinay Kumar/AE
20689537,Health Dept,Fogging,2025-03-13 10:49:00.000000000,Mallasandra,Closed,Spraying done,Partha/SHI
20689536,Electrical,Street Light Not Working,2025-03-13 10:44:00.000000000,Ullalu,Closed,Attended,sangamesh hadaginal/JE
20689535,Road Maintenance(Engg),footpath encroachment,2025-03-13 10:43:00.000000000,K.R.Puram,ReOpen,"Not taken any action, complaint closed",Pampapathi/AEE
20689534,Electrical,Street Light Not Working,2025-03-13 10:38:00.000000000,Hoodi,Closed,Attended,Sachin Malagi/AE
20689533,Road Maintenance(Engg),Potholes,2025-03-13 10:30:00.000000000,Anjanapur,Closed,Complaints belongs to bda department,Krishnaapa/AE
20689532,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-03-13 10:30:00.000000000,BTM Layout,Closed,Clear,Prahaladh /JHI
20689531,Electrical,Street Light Not Working,2025-03-13 10:27:00.000000000,Bilekahalli,Closed,Attended,Ramesh/JE
20689530,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 10:26:00.000000000,Bagalagunte,Closed,....,Ramesh/JHI
20689529,Electrical,Street Light Not Working,2025-03-13 10:21:00.000000000,Jayachamarajendra Nagar,Closed,Resolved,Anand/AE
20689528,Electrical,Street Light Not Working,2025-03-13 10:11:00.000000000,Dodda Bidarkallu,Closed,Attended,sangamesh hadaginal/JE
20689527,Forest,obstructions Branches / Trees.,2025-03-13 10:11:00.000000000,Horamavu,Closed,ದೂರನ್ನು ನಿರ್ವಹಿಸಲಾಗಿದೆ,Sudharshan/DYRFO
20689526,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-13 10:02:00.000000000,Visvesvarapuram,Closed,Clear,Narasimha  P /JHI
20689525,Health Dept,Increase in mosquito density,2025-03-13 10:02:00.000000000,Thanisandra,Closed,Mosquito spray Arranged,SHI Ward 006/SHI
20689524,Road Infrastructure,Road Infrastructure,2025-03-13 09:54:00.000000000,Horamavu,Long Term Solution,Awarded but needs time(60days),Sri Manjunath/AEE
20689523,Solid Waste (Garbage) Related,Garbage dump,2025-03-13 09:53:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI
20689522,Electrical,Street Light Not Working,2025-03-13 09:51:00.000000000,Singasandra,Closed,Attended,Ramesh/JE
20689521,Electrical,Street Light Not Working,2025-03-13 09:47:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE
20689520,Health Dept,Zonal Violation of the Building,2025-03-13 09:47:00.000000000,Pattabhiram Nagar,Closed,Attended,Ramachandra .C/SHI
20689519,Electrical,Street Light Not Working,2025-03-13 09:47:00.000000000,Gottigere,Closed,Attended,Ramesh/JE
20689518,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-13 09:45:00.000000000,Kottigepalya,Closed,Resolved,Lakshminarayan G M/JHI
20689517,Electrical,Street Light Not Working,2025-03-13 09:43:00.000000000,Hoysala Nagar,Closed,Resolved,Durga Prasad/AE
